text,label
 dont care,sad
 oh really,sad
 way like bypass like ive going around circle,happy
 congratulation,neutral
 worked whole thing jealous imagination,happy
 much younger,neutral
 youre going get like nine millimeter uscs like south central,happy
 dont look like didnt tell anything told,happy
 dont know put request didnt,neutral
 thats awesome,happy
 thats like twenty five thousand dollar year nothing isnt awesome,happy
 yeah understand maam dont know said need different line,happy
 well guess tell probably isnt right probably unmistakable dont think,neutral
 always sweet,neutral
 pretty still wear often,neutral
 problem supposed mean,happy
 although cant tell probably isnt probably unmistakable dont think,sad
 wont ill back ill back know right,happy
 well mother first pretty much told leave,neutral
 im sorry,happy
 wow,neutral
 dont care,sad
 yes im trying get new license,happy
 think thats foam,happy
 uh huh,neutral
 didnt get production there way,happy
 okay check,happy
 say yes,neutral
 yeah told thing told know get excited cant wait get right spot maybe life start,happy
 pinch hitting softball,neutral
 need assistance mynot work phone home phone look,neutral
 first thing tomorrow morning,happy
 dont know probably cant tell though probably right probably going like unmistakable thing right,happy
 yes would want anything world,happy
 okay youre right youre right youre right right maybe get place together,happy
 lady told fill front said wait line,neutral
 okay whatwhat get know,happy
 dont look like didnt tell anymore told,neutral
 oh wheel fortune slot,sad
 money behind nothing im twenty five,happy
 oh absolutely,sad
 hey dont look like dont know anymore,happy
 im positive came like another state,happy
 oh god congratulation,sad
 well whats problem let change,neutral
 end he sick awhile cancer,neutral
 whats wrong form say new id,neutral
 four morning,neutral
 thank laughter,neutral
 much sillier,neutral
 dont know cracked ran back house cried kitchen,neutral
 shes,neutral
 must admit love wasnt,happy
 made whole thing jealous imagination,happy
 laughter right im sorry sir youve hard time,happy
 metastasized old knew wasnt looking good,happy
 worked really hard ill say worked really hard know im bragging anything like,happy
 sure theyre told story keep u coming back keep u excited keep u thinking life going start minute could find right spot get action,happy
 yeah,happy
 well,neutral
 sad,sad
 first place mother much told go,neutral
 youre sorry came,happy
 alright youre coming wait hold sir youre coming baltimore lax right,happy
 four morning,neutral
 let see form let see form yeah filled wrong cant cant cant anything,happy
 four morning,neutral
 four morning,neutral
 wow thats,happy
 happen sooner later,neutral
 dont know cracked ran house cried kitchen,neutral
 hello hello ugh wrong number,neutral
 know shouldnt give hard time best,happy
 pretty wear time still,happy
 yes said yes laughter know,happy
 well dridrivers license going work,happy
 try three year,neutral
 g,neutral
 right okay lost bag issue,happy
 he going marry,happy
 im sorry imi cant stay,neutral
 well im one look people,happy
 uhuh uhuh big heand realized thing would make better bride,happy
 think theyd listen course told,happy
 although guess cant tell probably isnt probably unmistakable dont think,sad
 form zxfour,neutral
 ah send shiver spine,neutral
 filled back part supposed fill front portion,neutral
 another id,neutral
 get big pizzaand put pizza ate garbage,happy
 dont care,sad
 well sure everybodys told story keep u coming back keep u excited keep u thinking life going start minute find right spot get action,happy
 oh sent shiver spine,sad
 well one thing mother much told go,happy
 well mother much told leave,neutral
 youre sorry came,happy
 havent seen bag since africa flew threw heath row,neutral
 well,neutral
 got call today,neutral
 yeah,happy
 okay well um,happy
 he gon na marry,neutral
 look people,neutral
 happen sooner later,neutral
 must admit love wasnt,happy
 know welcome stay house want check couple day hang,happy
 four morning,neutral
 im invited right,happy
 yeah pretty amazing huh,happy
 oh hiring time thank already information filewell call ready,neutral
 must admit love wasnt,happy
 well yeah mean heard like package deal maybe could get like hotel something like,happy
 still wear often pretty,neutral
 look year itll go quickly okay,happy
 yeah thats awesome,happy
 dont know cracked went back house cried kitchen,neutral
 four morning,neutral
 oh sends shiver spine,sad
 kidding,neutral
 matter fact real cause row peter burden,neutral
 yes im supposed three form id long story im supposed three form id job really dont get need another,happy
 like harder getting harvard,happy
 uh well somesome bag werewere lost way uh,neutral
 dont know mean supposed ive lack effort ive trying,happy
 saying,neutral
 fine sorry okay phone fritz like three day cant get incoming call going,happy
 he going marry,happy
 present trivial little broach,neutral
 thats first choice huh thats awesome look youre gon na beyoure gon na know,happy
 well looking mean,happy
 saw youve kind,neutral
 dont know lost found mean lost found,happy
 dont know saw ran back house started cry kitchen,neutral
 must admit love wasnt,happy
 shall suddenly walk u,neutral
 dont look like didnt tell anymore told,neutral
 within country though umm,neutral
 well always said wed thirtieth got married going get married didnt,happy
 mean bound come sooner later,happy
 oh,sad
 yeah laughter,happy
 serious garbage man,neutral
 yeah know,happy
 mean whats difference need cant,neutral
 talking,neutral
 going different hmm,happy
 take driver license need another form id order process paper work,neutral
 really good school,happy
 well,neutral
 yes laughter say usc like registrar mean like goti got like little letter know like oh rejection,happy
 yes hello hello im sorry whats,happy
 sorry cant stay,sad
 know he even thinking,happy
 know he even thinking,happy
 went way torture peter burden,neutral
 one thing mother much told go,happy
 incredible,neutral
 ugh,neutral
 little perhaps nothing serious,happy
 happens every two week,neutral
 exactly everyone else told thing keep feeling excited keep coming back keep thinking life going start minute,happy
 oh sent shiver spine,sad
 maam first id like calm second,happy
 last time someone told qualified,happy
 well fill paperwork um reason show bring,neutral
 im saying dont need talk like,happy
 cant happened,sad
 saw well youve,neutral
 think laughter,neutral
 um replacement need new whole new license california,neutral
 im excited,happy
 youre gon na mean youre great father know,happy
 chocolate cake,neutral
 doesnt say form,neutral
 ridiculous seriously dont understand think automated system supposed like work anybody never ever work,neutral
 whoa idea would want live,neutral
 im saying friend got good job recommending,happy
 ive already five time people ive calling every single day,happy
 feel like talking yesterday,happy
 right,happy
 seven grandmother died really dont know mean really hard let go important thing let go realize know know person fun uh know work work,happy
 oh good good thats awesome going stay around going like get different neighborhood going move different neighborhood,happy
 yeah,happy
 dont know broke ran back inside started cry kitchen,neutral
 dont know cracked ran back house cried kitchen,neutral
 shes going marry,happy
 cant stay,sad
 laughter got ta like,happy
 he going marry,happy
 well,neutral
 absolutely im excited,happy
 russel crowe wasnt forty got big stuff,neutral
 little perhaps nothing serious,happy
 thats like definitive,happy
 dont know cracked ran back house cried kitchen,neutral
 talking say fill part,neutral
 everybodys told story keep u coming back keep u excited keep thinking life going start minute find right spot get action,happy
 there lot people looking job,neutral
 cancer know,happy
 cant line zxfour youre going fill zxfour need different form id,happy
 shall suddenly walk u,neutral
 oh sent shiver spine,sad
 like press nine press zero press back menu like cant get im supposed get,happy
 he going marry,happy
 he going marry,happy
 think ridiculous,neutral
 must admit love wasnt,happy
 yeah know country mean complicated,happy
 oh,sad
 aw know forgot forgot bring flashlight oh could stupid shouldve brought flashlight,neutral
